allocation_workers_ladder,boundary_closed_profiles,colocation_count_ladder,equivalent_nodes,eta_source_required,family,hardware_group,legacy_limits_bypassed,measured_profiles,missing_profiles,node,node_bucket,notes,priority,profile_axis,profile_ladder,quadrant,resident_mix,resource_kind,resource_state,row_id,runner,stable_gate,status,tier,workload_env,workload_key
"1,1,1",,"1,2,3",jtl110gpu2,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual,true,,"1,2,3",jtl110gpu,jtl110gpu:gpu_3080ti_12gb_dual,BAPR-style hybrid RL row if environment remains staged. Pairwise mixed GPU co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_llm,gpu,mixed_colocation,gpu_3080ti_12gb_dual|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|cnn_plus_llm,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",jtl110gpu2,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual,true,,"1,2,3",jtl110gpu,jtl110gpu:gpu_3080ti_12gb_dual,BAPR-style hybrid RL row if environment remains staged. Pairwise CNN/RL co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_hybrid_rl,gpu,mixed_colocation,gpu_3080ti_12gb_dual|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|cnn_plus_hybrid_rl,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",jtl110gpu2,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual,true,,"1,2,3",jtl110gpu,jtl110gpu:gpu_3080ti_12gb_dual,BAPR-style hybrid RL row if environment remains staged. Pairwise LLM/RL co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_3080ti_12gb_dual|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|llm_plus_hybrid_rl,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",jtl110gpu2,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual,true,,"1,2,3",jtl110gpu,jtl110gpu:gpu_3080ti_12gb_dual,BAPR-style hybrid RL row if environment remains staged. Triple mixed GPU co-location.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cnn_plus_llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_3080ti_12gb_dual|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|cnn_plus_llm_plus_hybrid_rl,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
"1,1,1",,"1,2,3",jtl110gpu2,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual,true,,"1,2,3",jtl110gpu,jtl110gpu:gpu_3080ti_12gb_dual,BAPR-style hybrid RL row if environment remains staged. CPU resident pressure plus GPU target.,required,colocation_count,"1,2,3",q11_high_cpu_high_gpu,cpu_plus_gpu_target,gpu,mixed_colocation,gpu_3080ti_12gb_dual|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|mixed_colocation|cpu_plus_gpu_target,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,pending_probe,T2_load_state,bapr_ant,hybrid_rl_bapr_ant
1,,1,jtl110gpu2,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual,true,,1,jtl110gpu,jtl110gpu:gpu_3080ti_12gb_dual,BAPR-style hybrid RL row if environment remains staged. Unknown env must probe/defer and cannot enter theorem claim.,admission,colocation_count,1,q11_high_cpu_high_gpu,description_only_or_unknown,gpu,unknown_env,gpu_3080ti_12gb_dual|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|unknown_env|description_only_or_unknown,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,probe_defer_by_design,T3_admission,bapr_ant,hybrid_rl_bapr_ant
"1,1,1,1,1,1,1","5,6,8","1,2,3,4,5,6,8",,tqdm/progress,cnn,gpu_3080ti_12gb_dual_equiv,true,"1,2,3,4",,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,Pure GPU CNN training surrogate with native progress. No resident load.,required,colocation_count,"1,2,3,4,5,6,8",q01_low_cpu_high_gpu,none,gpu,empty,gpu_3080ti_12gb_dual_equiv|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|empty|none,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5,measured_to_capacity_boundary,T1_equivalence,cnn,gpu_cnn_torch_resnet50
"1,1,1,1",,"1,2,3,4",,tqdm/progress,llm_small,gpu_3080ti_12gb_dual_equiv,true,"1,2,3,4",,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,Small LLM forward-pass row; larger LLM rows are separate capacity/staging rows. No resident load.,required,colocation_count,"1,2,3,4",q01_low_cpu_high_gpu,none,gpu,empty,gpu_3080ti_12gb_dual_equiv|q01_low_cpu_high_gpu|gpu_llm_distilgpt2|llm|empty|none,torch_llm_distilgpt2.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5,measured,T1_equivalence,llm,gpu_llm_distilgpt2
"1,1,1,1,1,1,1",,"1,2,3,4,5,6,8",,tqdm/progress,gpu_matmul,gpu_3080ti_12gb_dual_equiv,true,"1,2,3,4,5,6,8",,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,Pure GPU compute row without model/data-loader effects. No resident load.,required,colocation_count,"1,2,3,4,5,6,8",q01_low_cpu_high_gpu,none,gpu,empty,gpu_3080ti_12gb_dual_equiv|q01_low_cpu_high_gpu|gpu_heavy_jax_matmul|gpu_matmul|empty|none,jax_matmul_progress,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5,measured,T1_equivalence,gpu_matmul,gpu_heavy_jax_matmul
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,"1,2,3,4,5,6",,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,RE-SAC Ant train/eval cycle-average ETA. No resident load.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,none,gpu,empty,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_resac_ant|ant|empty|none,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,measured,T1_equivalence,ant,hybrid_rl_resac_ant
1,,1,,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,,1,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,RE-SAC Ant train/eval cycle-average ETA. Unknown env must probe/defer and cannot enter theorem claim.,admission,colocation_count,1,q11_high_cpu_high_gpu,description_only_or_unknown,gpu,unknown_env,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_resac_ant|ant|unknown_env|description_only_or_unknown,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,probe_defer_by_design,T1_equivalence,ant,hybrid_rl_resac_ant
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,"1,2,3,4,5,6",,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,RE-SAC HalfCheetah train/eval cycle-average ETA. No resident load.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,none,gpu,empty,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_resac_halfcheetah|halfcheetah|empty|none,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,measured,T1_equivalence,halfcheetah,hybrid_rl_resac_halfcheetah
1,,1,,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,,1,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,RE-SAC HalfCheetah train/eval cycle-average ETA. Unknown env must probe/defer and cannot enter theorem claim.,admission,colocation_count,1,q11_high_cpu_high_gpu,description_only_or_unknown,gpu,unknown_env,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_resac_halfcheetah|halfcheetah|unknown_env|description_only_or_unknown,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,probe_defer_by_design,T1_equivalence,halfcheetah,hybrid_rl_resac_halfcheetah
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,"1,2,3,4,5,6",,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,RE-SAC Hopper train/eval cycle-average ETA. No resident load.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,none,gpu,empty,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|empty|none,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,measured,T1_equivalence,hopper,hybrid_rl_resac_hopper
1,,1,,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,,1,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,RE-SAC Hopper train/eval cycle-average ETA. Unknown env must probe/defer and cannot enter theorem claim.,admission,colocation_count,1,q11_high_cpu_high_gpu,description_only_or_unknown,gpu,unknown_env,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_resac_hopper|hopper|unknown_env|description_only_or_unknown,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,probe_defer_by_design,T1_equivalence,hopper,hybrid_rl_resac_hopper
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,"1,2,3,4,5,6",,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,RE-SAC Walker2d train/eval cycle-average ETA. No resident load.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,none,gpu,empty,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|empty|none,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,measured,T1_equivalence,walker2d,hybrid_rl_resac_walker2d
1,,1,,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,,1,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,RE-SAC Walker2d train/eval cycle-average ETA. Unknown env must probe/defer and cannot enter theorem claim.,admission,colocation_count,1,q11_high_cpu_high_gpu,description_only_or_unknown,gpu,unknown_env,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_resac_walker2d|walker2d|unknown_env|description_only_or_unknown,resac_env_real_venv.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,probe_defer_by_design,T1_equivalence,walker2d,hybrid_rl_resac_walker2d
"1,1,1,1,1,1",,"1,2,3,4,5,6",,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,"1,2,3,4,5,6",,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,BAPR-style hybrid RL row if environment remains staged. No resident load.,required,colocation_count,"1,2,3,4,5,6",q11_high_cpu_high_gpu,none,gpu,empty,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|empty|none,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,measured,T1_equivalence,bapr_ant,hybrid_rl_bapr_ant
1,,1,,tqdm/progress,hybrid_rl,gpu_3080ti_12gb_dual_equiv,true,,1,jtl110gpu2,jtl110gpu2:gpu_3080ti_12gb_dual,BAPR-style hybrid RL row if environment remains staged. Unknown env must probe/defer and cannot enter theorem claim.,admission,colocation_count,1,q11_high_cpu_high_gpu,description_only_or_unknown,gpu,unknown_env,gpu_3080ti_12gb_dual_equiv|q11_high_cpu_high_gpu|hybrid_rl_bapr_ant|bapr_ant|unknown_env|description_only_or_unknown,bapr_ant_real.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; stable_cycle_units>=5; timeout_s>=2400,probe_defer_by_design,T1_equivalence,bapr_ant,hybrid_rl_bapr_ant
"1,1,1,1",,"1,2,4,8",,tqdm/progress,light_control,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,4,8",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Low-resource control row for scheduler overhead and short-task fragmentation. No resident load.,required,colocation_count,"1,2,4,8",q00_low_cpu_low_gpu,none,cpu,empty,gpu_rtx2080_8gb_dual_cpu_fast|q00_low_cpu_low_gpu|light_control_local|light|empty|none,light_progress_control,stable_windows>=5; min_rate_samples>=8; warmup_skip>=3; timeout_s>=1800,measured,T0_core_curve,light,light_control_local
"1,1,1,1",,"1,2,4,8",,tqdm/progress,light_control,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,4,8",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Low-resource control row for scheduler overhead and short-task fragmentation. Escalate until stable row or capacity boundary.,required,colocation_count,"1,2,4,8",q00_low_cpu_low_gpu,same_workload_to_capacity_boundary,cpu,full_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q00_low_cpu_low_gpu|light_control_local|light|full_loaded|same_workload_to_capacity_boundary,light_progress_control,stable_windows>=5; min_rate_samples>=8; warmup_skip>=3; timeout_s>=1800,pending_probe,T0_core_curve,light,light_control_local
1,,1,,tqdm/progress,light_control,gpu_rtx2080_8gb_dual_cpu_fast,true,,1,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Low-resource control row for scheduler overhead and short-task fragmentation. Resident CPU pressure while measuring target marginal ETA.,required,colocation_count,1,q00_low_cpu_low_gpu,cpu_worker_resident,cpu,cpu_resident,gpu_rtx2080_8gb_dual_cpu_fast|q00_low_cpu_low_gpu|light_control_local|light|cpu_resident|cpu_worker_resident,light_progress_control,stable_windows>=5; min_rate_samples>=8; warmup_skip>=3; timeout_s>=1800,pending_probe,T2_load_state,light,light_control_local
"1,1,1,1,1,1,1","4,5,6,8","1,2,3,4,5,6,8",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,3",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Pure GPU CNN training surrogate with native progress. No resident load.,required,colocation_count,"1,2,3,4,5,6,8",q01_low_cpu_high_gpu,none,gpu,empty,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|empty|none,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5,measured_to_capacity_boundary,T0_core_curve,cnn,gpu_cnn_torch_resnet50
"1,1,1,1","4,8","2,3,4,8",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,"2,3",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Pure GPU CNN training surrogate with native progress. Same workload resident load below saturation.,required,colocation_count,"2,3,4,8",q01_low_cpu_high_gpu,same_workload_half_capacity,gpu,half_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|half_loaded|same_workload_half_capacity,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,measured_to_capacity_boundary,T0_core_curve,cnn,gpu_cnn_torch_resnet50
"1,1,1,1,1,1,1","4,5,6,8","1,2,3,4,5,6,8",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,3",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Pure GPU CNN training surrogate with native progress. Escalate until stable row or capacity boundary.,required,colocation_count,"1,2,3,4,5,6,8",q01_low_cpu_high_gpu,same_workload_to_capacity_boundary,gpu,full_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|full_loaded|same_workload_to_capacity_boundary,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,measured_to_capacity_boundary,T0_core_curve,cnn,gpu_cnn_torch_resnet50
"1,1,1",,"1,2,3",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,3",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,"Pure GPU CNN training surrogate with native progress. Resident high-VRAM process, then add target.",required,colocation_count,"1,2,3",q01_low_cpu_high_gpu,llm_or_memory_resident,gpu,high_vram_resident,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|high_vram_resident|llm_or_memory_resident,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,measured,T2_load_state,cnn,gpu_cnn_torch_resnet50
"1,1,1",,"1,2,3",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Pure GPU CNN training surrogate with native progress. Resident CPU pressure while measuring target marginal ETA.,required,colocation_count,"1,2,3",q01_low_cpu_high_gpu,cpu_worker_resident,gpu,cpu_resident,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|cpu_resident|cpu_worker_resident,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,pending_probe,T2_load_state,cnn,gpu_cnn_torch_resnet50
"1,1,1",,"1,2,3",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,3",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Pure GPU CNN training surrogate with native progress. Pairwise mixed GPU co-location.,required,colocation_count,"1,2,3",q01_low_cpu_high_gpu,cnn_plus_llm,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|mixed_colocation|cnn_plus_llm,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,measured,T2_load_state,cnn,gpu_cnn_torch_resnet50
"1,1,1",,"1,2,3",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Pure GPU CNN training surrogate with native progress. Pairwise CNN/RL co-location.,required,colocation_count,"1,2,3",q01_low_cpu_high_gpu,cnn_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|mixed_colocation|cnn_plus_hybrid_rl,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,pending_probe,T2_load_state,cnn,gpu_cnn_torch_resnet50
"1,1,1",,"1,2,3",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Pure GPU CNN training surrogate with native progress. Pairwise LLM/RL co-location.,required,colocation_count,"1,2,3",q01_low_cpu_high_gpu,llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|mixed_colocation|llm_plus_hybrid_rl,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,pending_probe,T2_load_state,cnn,gpu_cnn_torch_resnet50
"1,1,1",,"1,2,3",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Pure GPU CNN training surrogate with native progress. Triple mixed GPU co-location.,required,colocation_count,"1,2,3",q01_low_cpu_high_gpu,cnn_plus_llm_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|mixed_colocation|cnn_plus_llm_plus_hybrid_rl,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,pending_probe,T2_load_state,cnn,gpu_cnn_torch_resnet50
"1,1,1",,"1,2,3",,tqdm/progress,cnn,gpu_rtx2080_8gb_dual_cpu_fast,true,,"1,2,3",jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Pure GPU CNN training surrogate with native progress. CPU resident pressure plus GPU target.,required,colocation_count,"1,2,3",q01_low_cpu_high_gpu,cpu_plus_gpu_target,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_cnn_torch_resnet50|cnn|mixed_colocation|cpu_plus_gpu_target,torch_cnn_resnet50.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,pending_probe,T2_load_state,cnn,gpu_cnn_torch_resnet50
"1,1,1,1",,"1,2,3,4",,tqdm/progress,llm_small,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,3,4",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Small LLM forward-pass row; larger LLM rows are separate capacity/staging rows. No resident load.,required,colocation_count,"1,2,3,4",q01_low_cpu_high_gpu,none,gpu,empty,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_llm_distilgpt2|llm|empty|none,torch_llm_distilgpt2.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5,measured,T0_core_curve,llm,gpu_llm_distilgpt2
"1,1,1",,"2,3,4",,tqdm/progress,llm_small,gpu_rtx2080_8gb_dual_cpu_fast,true,"2,3,4",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Small LLM forward-pass row; larger LLM rows are separate capacity/staging rows. Same workload resident load below saturation.,required,colocation_count,"2,3,4",q01_low_cpu_high_gpu,same_workload_half_capacity,gpu,half_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_llm_distilgpt2|llm|half_loaded|same_workload_half_capacity,torch_llm_distilgpt2.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,measured,T0_core_curve,llm,gpu_llm_distilgpt2
"1,1,1,1",,"1,2,3,4",,tqdm/progress,llm_small,gpu_rtx2080_8gb_dual_cpu_fast,true,"1,2,3,4",,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Small LLM forward-pass row; larger LLM rows are separate capacity/staging rows. Escalate until stable row or capacity boundary.,required,colocation_count,"1,2,3,4",q01_low_cpu_high_gpu,same_workload_to_capacity_boundary,gpu,full_loaded,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_llm_distilgpt2|llm|full_loaded|same_workload_to_capacity_boundary,torch_llm_distilgpt2.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,measured,T0_core_curve,llm,gpu_llm_distilgpt2
1,,1,,tqdm/progress,llm_small,gpu_rtx2080_8gb_dual_cpu_fast,true,1,,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,"Small LLM forward-pass row; larger LLM rows are separate capacity/staging rows. Resident high-VRAM process, then add target.",required,colocation_count,1,q01_low_cpu_high_gpu,llm_or_memory_resident,gpu,high_vram_resident,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_llm_distilgpt2|llm|high_vram_resident|llm_or_memory_resident,torch_llm_distilgpt2.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,measured,T2_load_state,llm,gpu_llm_distilgpt2
1,,1,,tqdm/progress,llm_small,gpu_rtx2080_8gb_dual_cpu_fast,true,,1,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Small LLM forward-pass row; larger LLM rows are separate capacity/staging rows. Resident CPU pressure while measuring target marginal ETA.,required,colocation_count,1,q01_low_cpu_high_gpu,cpu_worker_resident,gpu,cpu_resident,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_llm_distilgpt2|llm|cpu_resident|cpu_worker_resident,torch_llm_distilgpt2.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,pending_probe,T2_load_state,llm,gpu_llm_distilgpt2
1,,1,,tqdm/progress,llm_small,gpu_rtx2080_8gb_dual_cpu_fast,true,1,,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Small LLM forward-pass row; larger LLM rows are separate capacity/staging rows. Pairwise mixed GPU co-location.,required,colocation_count,1,q01_low_cpu_high_gpu,cnn_plus_llm,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_llm_distilgpt2|llm|mixed_colocation|cnn_plus_llm,torch_llm_distilgpt2.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,measured,T2_load_state,llm,gpu_llm_distilgpt2
1,,1,,tqdm/progress,llm_small,gpu_rtx2080_8gb_dual_cpu_fast,true,,1,jtl311linux,jtl311linux:gpu_rtx2080_8gb_dual_cpu_fast,Small LLM forward-pass row; larger LLM rows are separate capacity/staging rows. Pairwise CNN/RL co-location.,required,colocation_count,1,q01_low_cpu_high_gpu,cnn_plus_hybrid_rl,gpu,mixed_colocation,gpu_rtx2080_8gb_dual_cpu_fast|q01_low_cpu_high_gpu|gpu_llm_distilgpt2|llm|mixed_colocation|cnn_plus_hybrid_rl,torch_llm_distilgpt2.cmd.tpl,stable_windows>=5; min_rate_samples>=8; warmup_skip>=5; no_early_exit_for_residents,pending_probe,T2_load_state,llm,gpu_llm_distilgpt2
